Abstract,Label
"Pharmacokinetics of didanosine in patients with acquired immunodeficiency syndrome or acquired immunodeficiency syndrome-related complex. The pharmacokinetics of didanosine (2',3'-dideoxyinosine) after intravenous and oral administration were evaluated in an open, escalating-dose phase I study in patients with acquired immunodeficiency syndrome (AIDS) or severe AIDS-related complex. Didanosine was administered twice a day for 2 weeks as an intravenous infusion of 60 minutes duration at doses ranging from 0.4 to 16.5 mg/kg, followed by 4 weeks of oral treatment at twice the intravenous dose. Serial blood and urine samples were obtained on the first and final day of intravenous administration and after the first oral dose, as well as at steady state. Didanosine demonstrated linear pharmacokinetic behavior over the dose ranges of 0.4 to 16.5 mg/kg intravenously and 0.8 to 10.2 mg/kg orally. There was no indication of significant changes in pharmacokinetic parameters with repeated administration. The apparent elimination half-life after oral administration was approximately 1.4 hour. Renal clearance values exceeded the glomerular filtration rate, indicating that active tubular secretion of didanosine occurs. Bioavailability of didanosine when administered as a solution with an antacid was approximately 43% for doses from 0.8 to 10.2 mg/kg in patients with AIDS and advanced AIDS-related complex. Bioavailability of didanosine from the citrate-phosphate-buffered solution, the formulation currently used in phase II and expanded access studies, was comparable to the formulation used in the phase I trials.",Virus_Diseases
"A substitution at a non-glycine position in the triple-helical domain of pro alpha 2(I) collagen chains present in an individual with a variant of the Marfan syndrome. A substitution for a highly conserved non-glycine residue in the triple-helical domain of the pro alpha 2(I) collagen molecule was found in an individual with a variant of the Marfan syndrome. A single base change resulted in substitution of arginine618 by glutamine at the Y position of a Gly-X-Y repeat, and is responsible for the decreased migration in SDS-polyacrylamide gels of some pro alpha 2(I) chains of type I collagen synthesized by dermal fibroblasts from this individual. Family studies suggest that this substitution was inherited from the individual's father who also produces abnormally migrating pro alpha 2(I) collagen chains and shares some of the abnormal skeletal features. This single base change creates a new Bsu36 I (Sau I, Mst II) restriction site detectable in genomic DNA by Southern blot analysis when probed with a COL1A2 fragment. The analysis of 52 control individuals (103 chromosomes) was negative for the new Bsu36 I site, suggesting that the substitution is not a common polymorphism.",Skin_and_Connective_Tissue_Diseases
"Female-to-male transmission of human immunodeficiency virus  OBJECTIVE.--To examine rates of heterosexual transmission of human immunodeficiency virus (HIV) and associated risk factors and to determine the relative efficiency of female-to-male and male-to-female transmission. DESIGN.--Survey of infected individuals and their heterosexual partners recruited since 1985. SETTING.--Participants were recruited from various HIV counseling and testing sites throughout California but were generally interviewed and tested in their homes. PARTICIPANTS.--Data from 379 couples at entry to the study are reported: 72 male partners of infected women and 307 female partners of infected men. The infected index case had a well-established source of risk; couples were eliminated if the direction of transmission could not be established. The majority of couples were monogamous since 1978, white, and in their 30s. Most partners did not know their serostatus at entry into the study. MAIN OUTCOME MEASURE.--HIV serostatus in the exposed sexual partner. RESULTS.--We observed one probable instance (1%) of female-to-male transmission compared with 20% transmission rates in the female partners of infected men. All couples were sampled in the same way. Male index cases were more likely to be symptomatic than female index cases. CONCLUSION.--The odds of male-to-female transmission were significantly greater than female-to-male transmission. The one case of female-to-male transmission was unique in that the couple reported numerous unprotected sexual contacts and noted several instances of vaginal and penile bleeding during intercourse.",Virus_Diseases
"Cervical screening with cervicography and the Papanicolaou smear in women with genital condylomata. Cervicography has been shown to be a very sensitive screening tool in the general population. Its value in screening a high-risk population was explored. One hundred five women seen with vulvar condylomata or a history thereof were offered a cervigram and Papanicolaou smear. Twelve patients had abnormal smears, whereas 53 had abnormal cervigrams. Colposcopically directed biopsies in the abnormal Papanicolaou group revealed cervical intraepithelial neoplasia (CIN) I in six patients and III in two. Cervicography-positive patients exhibited CIN I in 9 cases, II in 1 and III in 2. There was some overlap. Twelve patients had cervical condylomata without dysplasia. Cervicography, in addition to cervical cytology, should be considered for all women with vulvar condylomata.",Skin_and_Connective_Tissue_Diseases
"Postmortem studies of the heart in three fatal cases of the eosinophilia-myalgia syndrome. OBJECTIVE: To examine the hearts of individuals who died from the eosinophilia-myalgia syndrome associated with ingestion of L-tryptophan, with particular attention paid to the coronary arteries, the neural structures, and the conduction system of the heart because of reported terminal disturbances of cardiac rhythm and conduction. STUDY MATERIAL: Three hearts fixed in neutral formalin and well preserved with all the relevant areas of conduction system intact. METHODS: Light microscopic examination of subserial sections of the sinus node, atrioventricular node and His bundle, coronary chemoreceptor and regional nerves, ganglia, and small coronary arteries. Routine stains used were Goldner trichrome and Verhoeff-van Gieson. RESULTS: Arterial abnormalities were numerous and primarily of two types: focal fibromuscular dysplasia causing moderate to severe narrowing, as well as endarteritis and panarteritis. Extensive examples of neuritis and ganglionitis were present throughout the heart, including the conduction system, where arterial abnormalities were also abundant. In the coronary chemoreceptor there were both old and new lesions comprising focal inflammation with degeneration as well as older areas of fibrotic destruction. Within the sinus node, areas of dense fibrosis replaced all nodal tissue. These abnormalities were similar in nature and extent in all three hearts. CONCLUSIONS: The pathologic lesions present in the coronary arteries, neural structures, and conduction system of the heart in patients who died from the eosinophilia-myalgia syndrome provide a suitable anatomic substrate for substantial cardiac electrical instability, including the occurrence of sudden death. In cases of unexplained cardiac electrical instability or sudden unexpected death an inquiry should be made about previous use of L-tryptophan. In patients with the eosinophilia-myalgia syndrome, the possibility of cardiac electrical instability should be considered as part of long-range clinical management.",Skin_and_Connective_Tissue_Diseases
"Reactive arthritis due to hidradenitis suppurativa mimicking osteomyelitis. We have reported a case of erosive arthritis of the hand preceding the appearance of hidradenitis suppurativa in the ipsilateral axilla, which was mistaken for osteomyelitis. Recognition of this presentation is important to avoid unnecessary invasive diagnostic procedures and to initiate prompt treatment directed at the underlying cause.",Skin_and_Connective_Tissue_Diseases
"Segregation analysis of the structural genes of the major fibrillar collagens provides further evidence of molecular heterogeneity in type II Ehlers-Danlos syndrome. Type II Ehlers-Danlos syndrome (EDS) is one of a group of disorders characterized by striking abnormalities of the soft connective tissues. The major fibrillar collagens (types I and III) found in these tissues have important stress-bearing functions and abnormal collagen could therefore account for the clinical features of this condition. We have used a number of restriction site dimorphisms, tightly linked to the structural genes of type I collagen (COL1A1 COL1A2) and type III collagen (COL3A1), to investigate the segregation of corresponding alleles in three pedigrees in which type II EDS was clearly inherited as a dominant trait. Discordant segregation of all three collagen genes was seen in a large pedigree that included 17 affected individuals with the typical phenotype of type II EDS. Thus mutations in neither type I nor type III collagen genes were responsible for the disease in this family. In a second small pedigree discordant segregation of the disease with both type I collagen loci was observed while the concordant segregation seen at COL3A1 could easily have arisen by chance (P = 0.5). The third pedigree was uninformative at all three collagen loci because of inability to discriminate between the parental alleles. These results suggest that there may be molecular heterogeneity of type II EDS since abnormalities of type I collagen have been described in other individuals phenotypically similar to those in our study.",Skin_and_Connective_Tissue_Diseases
"Expanding contractures of the tunica albuginea due to Peyronie's disease with temporalis fascia free grafts. We describe a procedure to expand contractures of the tunica albuginea by multiple full thickness relaxing incisions followed by inlay of tailored temporalis fascia free grafts. This technique is performed without resection of the tunica albuginea, although in the case of calcified plaques the calcifications themselves are removed, preserving the overlying tunica. Between September 1988 and February 1990, 12 patients have undergone this procedure, all of whom have greater than 3 months of followup and have experienced spontaneous erections within the first week postoperatively. Of the patients 11 resumed intercourse within 8 weeks of surgery and 1 required 12 weeks. No patient had sensory loss postoperatively and there has been no donor site morbidity. Correction of curvature was accomplished in all patients and there have been no recurrences within a maximal followup of 22 months. Within the limitations of such a small study we believe that there is evidence supporting this approach in potent patients with severe acquired penile curvature.",Skin_and_Connective_Tissue_Diseases
"Phototoxicity due to Cachrys libanotis. After classification and identification of the plant, the alcoholic extract of Cachrys libanotis L. was analysed in order to identify the phototoxic agents. The substances responsible for photodermatitis were found to be 4 furocoumarins, of which 3 have been clearly identified, namely 5-methoxy-, 8-methoxy- and 5,8-dimethoxypsoralen. The structure of a 4th compound was not completely defined.",Skin_and_Connective_Tissue_Diseases
"Second-generation H1-receptor antagonists. The second-generation H1-receptor antagonists do not penetrate into the central nervous system as readily as the first-generation H1-receptor antagonists do. They bind preferentially to peripheral rather than central H1-receptors. They cause no more sedation than placebo does. These medications differ considerably from one another in some aspects of basic pharmacology and in pharmacokinetics and pharmacodynamics. An understanding of these differences will facilitate their optimal clinical usage. The second-generation H1-receptor antagonists are replacing the first generation H1-receptor antagonists in the symptomatic treatment of allergic rhinoconjunctivitis, and in relieving pruritus in patients with urticaria. They have a mild beneficial effect in patients with chronic asthma. They have not supplanted the first generation H1-receptor antagonists in atopic dermatitis treatment or as adjunctive treatment of pruritus and other symptoms in patients with anaphylaxis.",Skin_and_Connective_Tissue_Diseases
Split nails. Photographic documentation of successful surgical correction of two major vertical-type and one horizontal-type split nail is presented. The developmental mechanism of the horizontal-type split nail is discussed. Treatment of the vertical-type split nail with bipedicled subperiosteal nailbed-matrix flaps is described in detail.,Skin_and_Connective_Tissue_Diseases
"Bilateral gluteal thigh flaps for closure of large defects in the lumbosacral region and perineal region. Large defects in the lumbosacral and perineal regions were reconstructed with bilateral gluteal thigh flaps. These two patients demonstrate the versatility of the flap, which also was used as a sensory flap in one patient.",Skin_and_Connective_Tissue_Diseases
"Results of a one year longitudinal study of HIV antibody test notification from the San Francisco General Hospital cohort. We examined the psychological impact of HIV antibody testing in 107 homosexual men in San Francisco. Seventy-eight percent of the seropositives but only 43% of the seronegatives correctly anticipated their results. Twelve months after notification (but not earlier), notified seropositives reported significantly greater increases in total distress than nonnotified controls. However, notified seronegatives demonstrated significantly lower levels of hopelessness than nonnotified controls at every follow-up assessment. Thus, knowledge of HIV antibody status appears to dispel a sense of gloom in persons who incorrectly believe themselves to be infected with HIV, but does not appear to induce significant distress in those whose expectation of a positive result is confirmed. Both groups reported lower distress than men with ARC or AIDS, suggesting that distress was related more to symptomatology than knowing antibody status. These results suggest the benefits of HIV testing for the considerable proportion of seronegative subjects believing themselves to be seropositive and should be weighted against the more limited induction of distress in seropositives who receive confirmation of their test result expectation. The benefits of testing are also supported by increasing knowledge of the usefulness of early intervention in HIV disease.",Virus_Diseases
"The relationship between plasma psoralen concentration and psoralen-UVA erythema. The plasma 8-methoxypsoralen (8-MOP) concentration was measured in 60 patients commencing psoralen photochemotherapy (PUVA). At the time of blood sampling each patient was phototested using a series of 10 exposures to UVA. The resulting erythema was measured objectively 72 h after irradiation and dose-response curves for psoralen-UVA erythema were constructed. Although the dose of 8-MOP was calculated according to body weight, patients receiving 30 mg of 8-MOP had a significantly lower mean plasma concentration than those receiving higher doses. There was no significant correlation between plasma 8-MOP concentration and minimal phototoxic dose, either estimated visually or calculated from the dose-response curves. However the slope of the dose-response curve showed significant correlation with plasma 8-MOP concentration. The variation between patients in the rate of increase of the erythemal response, but not the variation in threshold sensitivity, can be explained by difference in plasma psoralen concentration.",Skin_and_Connective_Tissue_Diseases
Immunologic and pathologic manifestations of the infection of rhesus monkeys with simian immunodeficiency virus of macaques. The striking similarities between simian immunodeficiency virus (SIV)-induced disease in macaque monkeys and HIV-induced disease in humans make the SIV-induced macaque monkey an extraordinarily important model for the study of AIDS. The most significant difference between these lentivirus-induced syndromes is the more rapid progression of disease in SIV-infected monkeys. The immunologic and pathologic manifestations of SIV infections in rhesus monkeys are described.,Virus_Diseases
"Polymorphism and expression of the galactosyltransferase-associated protein kinase gene in normal individuals and galactosylation-defective rheumatoid arthritis patients. We used restriction endonuclease digestion of leukocyte DNA to assess the structural integrity of an N-acetylglucosamine beta 1----4 galactosyltransferase (GalTase)-associated (GTA) protein kinase gene in rheumatoid arthritis (RA) patients. This analysis provides evidence that the gross structure of the GTA protein kinase gene locus remains intact in patients with defective galactosylation and that this gene locus is polymorphic both in normal individuals and in patients with RA, although no polymorphisms unique to RA patients were observed. Initial data on the expression of this gene indicate that comparable levels of GTA protein kinase messenger RNA are present in the lymphocytes of normal individuals and RA patients, irrespective of whether lymphocytes were obtained from patients with decreased or normal levels of galactosylation.",Skin_and_Connective_Tissue_Diseases
"Malignancy and chronic wounds: Marjolin's ulcer. Malignancy in chronic wounds is not uncommon and has been reported as occurring in chronic scars of diverse causes. We report an unusual case of bilateral thermal injuries of the lower extremities that 40 years later presented as very large, painful, fungating wounds of both lower legs. After histologic confirmation of squamous cell carcinoma, eradication of the disease required amputations of both the lower extremities and reconstructive procedures. In addition, we discuss current theories regarding the mechanism of malignant degeneration in chronic wounds and evaluate treatment on the basis of information currently available in the literature.",Skin_and_Connective_Tissue_Diseases
"Cicatricial pemphigoid antigen differs from bullous pemphigoid antigen by its exclusive extracellular localization: a study by indirect immunoelectronmicroscopy. Several components of the dermal-epidermal junction (DEJ) bear the name of the autoimmune bullous disease in which they are involved. The epidermolysis bullosa acquisita (EBA) antigen, a component of anchoring fibrils, and the bullous pemphigoid (BP) antigen, a component of hemidesmosomes (HD) with a molecular weight of 220-240 kD, have been well characterized. In contrast, there is little data known about the cicatricial pemphigoid (CP) antigen. No differences between CP and BP have been reported when sera of patients were studied by Western immunoblotting. Findings of a study of sera from 8 patients with CP by indirect immunoelectron microscopy (IEM) on normal human skin are reported. Saponin (0.1% 10 mn) was used as a permeabilizing agent of cytomembranes and saponin-treated skin samples were compared to saponin-untreated skin samples. Four sera from patients with BP, one from a patient with EBA, and three from healthy donors served as controls. The CP sera produced a similar staining of DEJ on both saponin-treated and saponin-untreated skin samples: immune deposits were localized over the lamina densa and the lower part of the lamina lucida clearly separated from the cytoplasmic membrane of keratinocytes, in regularly spaced clumps. The BP sera produced an intense staining of DEJ only on saponin-treated skin samples: immune deposits were observed on the cytoplasmic attachment plaque of the HD; on saponin-untreated skin samples, BP sera produced only a faint staining of the extracellular part of HD. Finally, as expected the EBA serum appeared on the lower part of the lamina densa and anchoring fibrils, and no DAB deposits were observed with the serum of healthy donors. This data indicated that CP antigen is different than BP antigen by its exclusive extracellular localization. It may be a component of anchoring filaments.",Skin_and_Connective_Tissue_Diseases
"Infection with human immunodeficiency virus type 1 (HIV-1) among recipients of antibody-positive blood donations  OBJECTIVE: To assess the incidence of human immunodeficiency virus type 1(HIV-1) transmission by antibody (anti-HIV-1)-positive blood components, and to determine the immunologic and clinical course in HIV-1-infected recipients. DESIGN AND SUBJECTS: We retrospectively tested approximately 200,000 donor blood component specimens stored in late 1984 and 1985 for anti-HIV-1, and we contacted recipients of positive specimens to determine their serologic status. They were compared with both recipients of HIV-1-negative transfusions and healthy (untransfused) controls. Subjects were seen at 3- to 6-month intervals for up to 4 years for clinical and immunologic evaluations. MEASUREMENTS AND MAIN RESULTS: Of 133 recipients, 9 had other possible exposures. Excluding these cases, 111 of 124 (89.5%) were anti-HIV-1-positive (95% CI, 84.1% to 94.5%). The recipient's sex, age, underlying condition, and type of component did not influence infection rates. The cumulative risk for developing the acquired immunodeficiency syndrome (AIDS) within 38 months after transfusion was 13% (CI, 7.5% to 21.6%). At 36 +/- 3 months after the index transfusion, seropositive recipients had lower counts of CD2+CDw26+, CD4+, CD4+CD29+, and CD4+CD45RA+subsets and more CD8+I2+ lymphocytes than did recipients of anti-HIV-1-negative transfusions. The CD4+ and CD2+CDw26+subsets changed the most rapidly. The absolute CD8+ count remained normal. CONCLUSIONS: Transfusion of anti-HIV-1-positive blood infected 90% of recipients. The rate of progression to AIDS within the first 38 months after infection was similar to that reported for homosexual men and hemophiliacs. Although most lymphocyte subset counts changed over time, CD8+ counts were constant.",Virus_Diseases
"Rectourethral fistula caused by Kaposi's sarcoma. A 35-year-old man with the acquired immunodeficiency syndrome-related complex was evaluated for a persistent urethral discharge, pneumaturia and watery diarrhea. Radiographic and endoscopic procedures established the diagnosis of a rectourethral fistula. Perineal exploration and excision of the fistula revealed the pathological diagnosis of Kaposi's sarcoma. The differential diagnosis of an acquired rectourethral fistula and the significance of Kaposi's sarcoma are discussed.",Virus_Diseases
"Routine human immunodeficiency virus infection screening in unregistered and registered inner-city parturients. Women who receive little or no prenatal care are at increased risk of adverse pregnancy outcome. Although many of these women are disadvantaged and presumably at increased risk for human immunodeficiency virus (HIV) infection, few data are available to describe risk behaviors and infection prevalence in this population. To better characterize HIV infection in unregistered inner-city parturients in Atlanta, we offered routine voluntary screening for HIV antibody and requested HIV risk-behavior profiles on all unregistered and registered parturients seen at Grady Memorial Hospital from July 1, 1987 to June 30, 1988. Of the 834 unregistered and 7356 registered parturients screened, significantly more unregistered parturients were seropositive on enzyme-linked immunosorbent assay and Western blot testing, 12 (1.4%) versus 26 (0.4%) (odds ratio 4.06; 95% confidence interval 1.93-8.43). Five unregistered and 15 registered parturients were seropositive by repeat enzyme-linked immunosorbent assay testing but were Western blot-negative. Significantly more unregistered parturients reported both a history of intravenous drug use, 4.4 versus 1.5% (odds ratio 3.09; 95% confidence interval 2.10-4.54), and crack cocaine use, 3 versus 0.8% (odds ratio 3.96; 95% confidence interval 2.42-6.44). Significantly more unregistered parturients acknowledged risk factors for HIV infection, 14.3 versus 9.9% (odds ratio 1.46; 95% confidence interval 1.19-1.80). Nearly all registered and 86% of unregistered parturients consented to HIV testing. Nearly all parturients completed HIV risk-behavior questionnaires. These data suggest that unregistered inner-city parturients in Atlanta are at greater risk of being HIV-infected and are more likely to report risk behaviors for infection.",Virus_Diseases
"Unilateral erythromelanosis follicularis faciei et colli in a young girl. Erythromelanosis follicularis faciei et colli is uncommon. Fewer than 20 cases have been reported. Except for one case in a woman and one case of unilateral distribution, all other reported cases have been bilateral in young male patients. We report the first case of unilateral distribution in a white girl.",Skin_and_Connective_Tissue_Diseases
"Synthesis and release of phospholipase A2 by unstimulated human articular chondrocytes. High activity of proinflammatory, type II phospholipase A2 (PLA2) was found in synovial fluids (SF) in inflammatory arthritis. In search for the sources of this PLA2, we cultured human articular chondrocytes and cartilage explants from healthy, osteoarthritic and rheumatoid joints. All cultures, unstimulated by cytokines, released PLA2 extracellularly. Cultures obtained from the deep layers of the cartilage released more PLA2 than those obtained from the superficial layers. Deep layer explants released 0.38 to 18.16 pmol/min/mg protein PLA2/day, whereas superficial layer explants released 0.39-3.18 pmol/min/mg/day. Chondrocyte cell cultures continuously released PLA2, in the first day 909-46347 pmol/min/(10)6 cells and after 9-26 days of culture 166-2115 pmol/min/10(6) cells. PLA2 released from chondrocytes was calcium dependent and had optimum activity at pH 7.5. Cycloheximide markedly inhibited its release. Chondrocyte cultures also released muramidase (LZM) but there was no correlation between PLA2 and LZM release. It may be concluded that cytokine unstimulated human articular chondrocytes synthesize and release PLA2 extracellularly which is similar to that found in the SF. Thus, chondrocytes may possibly serve as one of the sources of intraarticular PLA2.",Skin_and_Connective_Tissue_Diseases
"A controlled study of the effectiveness of spot dermabrasion ('scarabrasion') on the appearance of surgical scars. We report the results of a controlled study on the use of spot dermabrasion (""scarabrasion"") on surgical scars. In a split scar model, linear scars produced by full-thickness surgical excisions on the face, trunk, and extremities were studied in 48 patients. Results of abrasion of the left (top) half of each scar were compared with the untreated right (bottom) half. Although scars were improved at 4 and 6 weeks after injury, a significantly greater number responded to abrasion at 8 weeks (p less than 0.05). All regions of the body showed comparable improvement. The diamond fraise was found to be an effective instrument for scarabrasion.",Skin_and_Connective_Tissue_Diseases
"A palmar dermatosis linked to occult carcinoma of the upper thorax, head and neck: Bazex's syndrome and tripe palm. An unusual, persistent, corregated-to-honeycombed thickening of the palms accompanied by tenderness around the fingernails was found to be a cutaneous marker for internal malignancy. This combination of signs and symptoms has been reported under two clinical entities: Bazex's syndrome and tripe palm. This paraneoplastic syndrome is of interest to head and neck surgeons due to the location of the primary tumor, the site of metastatic disease, and the ability to cure the cutaneous disease by surgical removal of the primary tumor. In our patient, a squamous cell carcinoma of the lung not detectable on chest x-ray presented as a cervical mass accompanied by cutaneous changes on the palms and fingernails. Recognition of the relationship of the dermatologic changes to malignancy of a specific body region eventually led to the detection of the primary tumor. The characteristics of these paraneoplastic syndromes were reviewed in this report.",Skin_and_Connective_Tissue_Diseases
"Progression to AIDS among Italian HIV-seropositive haemophiliacs. Italian Group. To investigate the interval between HIV-1 infection and the development of clinical AIDS among Italian patients with congenital coagulation disorders, a national cohort study was undertaken in 1988. Information was collected both retrospectively and prospectively on 499 HIV-1-positive patients enrolled in an ongoing national registry of patients with congenital coagulation disorders. Two methods were used to estimate each patient's seroconversion date: the mid-point between the last negative (either known or estimated) and the first positive test, and the median under a Weibull distribution, which was assumed to fit seroconversion data. The two methods of estimating the seroconversion time yielded similar results. The actuarial incidence of AIDS was estimated using the Kaplan-Meier survival analysis at 12.8% (95% confidence interval = 9.7-15.9) over 7 years for Italian haemophiliacs. Progression appears to be slow in the first 5 years after the infection, and to rise steadily thereafter. A strong association between faster progression and older age at seroconversion was found. Zidovudine-treated individuals seem to have a slower progression than untreated individuals, after controlling for CD4, but there was no association between progression and type and severity of the congenital disorder.",Virus_Diseases
"The cost of home air-fluidized therapy for pressure sores. A randomized controlled trial. BACKGROUND. Recurrent pressures sores are a serious problem that often cause chronically ill patients to be hospitalized. We hypothesized that home air-fluidized bed therapy may be a safe and effective way to treat these patients, thus avoiding the costs of hospitalization. METHODS. One hundred twelve patients with 3rd or 4th stage pressure sores were randomly assigned to 36 weeks of either (1) home air-fluidized bed therapy that included the services of a visiting nurse specialist as long as the patient had 3rd or 4th stage sores, or (2) conventional therapy. RESULTS. Compared with patients in the control group, patients receiving air-fluidized bed therapy spent fewer days in the hospital (11.4 days vs 25.5 days, P less than .01) and used fewer total inpatient resources, as reflected both in charges ($13,263 vs $25,736, P less than .05) and in Medicare DRG and physician payments ($6,646 vs $12,131, P less than .05). Total resources used (inpatient and outpatient) were lower for patients treated with air-fluidized bed therapy, but the difference was not statistically significant. Clinical outcomes were similar. CONCLUSIONS. Home air-fluidized bed therapy is safe, reduces hospitalizations, is no more costly than alternative therapy, and allows the patients to receive their needed care in a more desirable, nonhospital setting.",Skin_and_Connective_Tissue_Diseases
"Compressive neuropathy of spinal nerve roots. A mechanical or biological problem? Pathophysiologically, nerve root pain production is a complex issue. For many years, mechanical compression has been regarded as the sole cause for such pain. There are indications, however, that other factors, such as intraneural inflammation, may be of importance in this context. In this article, four cases are presented in which nerve root related pain gradually resolved without any proven change in the mechanical deformation of the involved nerve root. The data presented here suggest that mechanical compression, per se, may not always be the sole cause of radicular pain and dysfunction. These findings suggest that improvement is needed in our understanding of the pathophysiology of nerve root compression and inflammation.",Skin_and_Connective_Tissue_Diseases
"Protection from rotavirus reinfection: 2-year prospective study. To measure protection induced by natural rotavirus infection, 163 infants enrolled in a rotavirus vaccine trial were prospectively followed for 2 years. Serotype 1 rotaviruses were the predominant circulating strains during the study. Over the 2 years of observation, significantly fewer infants infected before enrollment developed a symptomatic reinfection (0 of 21) or any reinfection (4 of 21) compared with previously uninfected infants (P = .0003). Of the 60 infants who developed a primary rotavirus infection in the first year (40 symptomatic, 20 asymptomatic) only 4 were reinfected in the second year compared with 29 of 82 subjects not previously infected (P = .00003). Asymptomatic primary infection appeared to be as protective as symptomatic primary infection. The only symptomatic reinfections occurred in 2 subjects who did not develop rotavirus antibody after the initial detection of rotavirus. An age-related reduction in the ratio of symptomatic to asymptomatic primary rotavirus infection was also detected. In this study, protection against homotypic serotype 1 reinfection appeared to last greater than or equal to 2 years.",Virus_Diseases
"Venogenic impotence following dermal graft repair for Peyronie's disease. Peyronie's plaque excision with dermal grafting generally offers good cosmetic results for patients who require surgical intervention for Peyronie's disease. However, postoperative impotence has been reported in 12 to 100% of such patients. The mechanism of impotence in this setting is not well defined. We present 3 men who had venogenic impotence after plaque excision and dermal grafting for Peyronie's disease. One patient has subsequently responded well to dorsal vein ligation, 1 has chosen an effective nonoperative method of management and 1 continues to consider the options. We report venous leak as an organic cause of impotence after plaque excision and dermal grafting for Peyronie's disease, and its successful management by dorsal vein ligation. The implications of these findings in the surgical management of Peyronie's disease are discussed.",Skin_and_Connective_Tissue_Diseases
Left ventricular aneurysm secondary to Behcet's disease. A 16-year-old boy with Behcet's disease who was seen with thrombophlebitis of the leg was found to have coronary artery occlusion with postinfarction left ventricular aneurysm. Recurrent femoral artery aneurysms and orogenital ulceration developed in him. The diagnostic features together with successful treatment of this patient and a discussion of Behcet's syndrome are presented.,Skin_and_Connective_Tissue_Diseases
"High risk of squamous cell carcinoma of the cervix for women with HLA-DQw3. Many immune responses are controlled by genes of the major histocompatibility complex (MHC). In man these include the loci encoding the HLA-A, -B, -C, -DR, -DQ and -DP antigens, and many diseases have been linked with these. But attempts to identify HLA genes in man that might explain why an immune response against malignant tumours should be ineffective have so far been disappointing, apart from the association reported between the HLA-DR1 antigen and a susceptibility to a rare carcinoma of the thyroid gland. Here we describe another strong connection between a common malignant tumour and an HLA antigen, namely between HLA-DQw3 and squamous cell carcinoma of the cervix: from the 1988 United States tumour registry, 1 in every 63 newborn girls will develop this invasive cancer. We found that 88% of 66 patients had the leukocyte antigen HLA-DQw3 when it would normally be expected in only 50% of individuals. In animals the immune system and the MHC act in defence against virally induced tumours, but until now there has been no evidence that they do so in humans: as squamous cell carcinoma is probably virally induced, our discovery of its association with an HLA antigen will be important to the understanding of the immunogenetic basis of a susceptibility to this tumour.",Virus_Diseases
"Use of CT and MR imaging to distinguish intracranial lesions and to define the need for biopsy in AIDS patients  To explore the potential usefulness of imaging studies in the diagnosis of focal central nervous system (CNS) lesions associated with acquired immunodeficiency syndrome (AIDS), the authors retrospectively examined the radiographic studies of 149 AIDS patients who presented with signs and symptoms of the three most common focal CNS lesions. Of these patients, 74 (50%) had Toxoplasma abscesses, 45 (30%) had primary CNS lymphoma, and 30 patients (20%) had progressive multifocal leukoencephalopathy (PML). Magnetic resonance (MR) imaging was more sensitive than computerized tomography (CT) in detecting lesions, especially in cases of PML. Whereas CT was unable to distinguish mass lesions caused by toxoplasmosis from those caused by lymphoma, 71% of the solitary lesions seen on MR images were lymphomas. These results indicate that empirical treatment for toxoplasmosis, the most common initial treatment for AIDS patients with neurological symptoms stemming from mass lesions, is not likely to be successful for patients with solitary lesions on MR images. Rather, early biopsy is advisable. If the presence of lymphoma is confirmed, the rapid initiation of treatment can allow prolonged high-quality survival.",Virus_Diseases
"Adverse experience with methotrexate during 176 weeks of a longterm prospective trial in patients with rheumatoid arthritis. Adverse experience occurred with a high frequency in a longterm (greater than 3 years), prospective, double blind, followed by an open trial of methotrexate (MTX) therapy in 45 patients with rheumatoid arthritis (RA). Adverse experiences occurred in 96% of patients, and the discontinuation rate was 44% over 176 weeks. No hepatic or pulmonary fibrosis occurred. Unusual toxicities included weight loss (2 patients), systemic fungal infections (2 patients), and transient noncirrhotic ascites (1 patient). Baseline white blood cell counts and creatinine may help predict adverse experiences. The full dose-toxicity spectrum of MTX RA is not yet fully defined.",Skin_and_Connective_Tissue_Diseases
"Undiagnosed tuberculosis in patients with human immunodeficiency virus infection  We describe the clinical features of 11 patients with human immunodeficiency virus infection in whom tuberculosis was undiagnosed and untreated prior to death. Most patients (9 of 11) had pulmonary complaints and 8 of 11 had roentgenographic findings suggestive of tuberculosis (hilar or mediastinal adenopathy, pleural effusion, apical infiltrate or miliary pattern). Despite these findings, tuberculin skin tests were not performed in any of the patients. Acid-fast smears of sputum were obtained in three cases and bronchoscopy performed in only four, reflecting the low index of suspicion for tuberculosis. Pneumocystis carinii pneumonia was the presumptive diagnosis in nine cases but was confirmed in only one case. Autopsy revealed tuberculosis as the cause of death in four patients. Of the seven patients who did not undergo autopsy, disseminated tuberculosis, manifest by mycobacteremia, was the only life-threatening illness identified and probably contributed to death. Increased awareness of the clinical and roentgenographic features of tuberculosis in HIV-infected patients, combined with more intensive use of acid-fast smears and tuberculin skin testing, are necessary in order to decrease mortality from this treatable complication of HIV-infection.",Virus_Diseases
